1.313336067495050885e-01 -1.219782424590653558e-01
1.105118093148109853e-01 8.940546346665969755e-04
1.191544590268059367e-01 2.914599409800586530e-02
8.294368581518422878e-02 1.201366530515459406e-02
7.692940983377438702e-02 1.617660208627993701e-01
4.006757156962240801e-02 3.546092506738444255e-02
5.045640414088439774e-02 5.547936507831974923e-02
3.847971899566671183e-02 1.361339367166070624e-01
2.122440223202743947e-01 5.879001576118614292e-02
7.861462643375485837e-02 -5.606865573123585855e-02
2.508124608723655627e-02 -3.161790653534989406e-03
2.849899638395723966e-02 2.751070892514663122e-02
6.688453615818876208e-02 -3.656483444480861794e-02
8.478450286797067914e-02 -3.268877657086219357e-02
1.181344116139667749e-01 1.660406998827973213e-01
4.653954946776560353e-02 -1.145359480686681114e-01
7.903138086290770192e-02 -9.981913689865994088e-02
3.751563314918759245e-02 -8.751495356191917041e-02
3.226707518553347670e-02 9.821435408426035241e-02
3.348048573416952806e-02 -2.026587704781548926e-01
2.314988958968872482e-02 -1.227429348484568861e-01
2.919555864491029523e-02 -2.532856547734238517e-02
5.052146514892900259e-02 1.710767608679244489e-01
3.282760079330236669e-02 1.191435121095365535e-01
4.425376971660417019e-02 -5.286535180115932431e-02
2.376091709880692390e-02 1.694041885283886426e-02
3.804203585063938714e-02 1.153036698085638523e-01
3.812120099329505823e-02 -9.909092163698927924e-02
3.459835214511770840e-02 1.175749097338909255e-01
3.804067093438670555e-02 -9.696208460817352937e-02
1.526158359334378774e-02 -1.338014783411904359e-03
5.159246943520169604e-02 -1.799785697853980015e-01
4.244116093303984538e-02 -5.044334313121456859e-02
1.303053698391498094e-01 1.483154196465204938e-02
2.768732618569449619e-02 9.838004706467394500e-02
9.389895863131005049e-02 7.944072728721722487e-02
3.576990526200479054e-02 -7.273619685866243578e-02
6.854154448894711482e-02 7.568968867860263738e-02
1.629204986691177026e-01 -1.310233755703684999e-01
9.118868992556390662e-02 -2.022152985486717347e-01
6.402867638548964679e-02 -1.647638442604791031e-01
6.234072995300379144e-02 4.759820524503081268e-02
5.157518049600103016e-02 8.197362345854375398e-02
4.605090944930474023e-02 1.426112970877632391e-01
6.208412569749920118e-02 9.470832590908082049e-02
4.978654874127552699e-01 9.011731398952407823e-02
1.414280723822715531e-02 6.524400016479173225e-02
1.619727918176707693e-01 -1.784917520657618162e-01
2.965508044998057050e-02 1.472396918171503533e-01
7.286150442869190891e-02 -2.350435384529915507e-04
1.116856372921192081e-01 8.362315165371565773e-02
9.567653456438882098e-02 3.929081267275694872e-02
1.032772982035016773e-01 -1.156144280785865314e-01
4.803140293194919225e-02 -1.361526437367310272e-01
5.861678344359767812e-02 1.186407960779245624e-01
6.623574596607963161e-02 -5.624895283566525711e-02
9.637491671367878765e-02 -9.601387447754076987e-02
1.408407034215332088e-01 1.240317985663304673e-01
7.545302542045455307e-02 -1.449332474036183482e-01
5.024438714963415376e-02 -8.721357222477166271e-02
4.210584650696382047e-02 1.719339265237384839e-01
5.125033042786224236e-02 3.771470718929031268e-02
1.939364006230241966e-01 1.136173443738909966e-01
5.325038771012850086e-02 -7.773391469861894165e-02
4.874661904835559528e-02 5.750965452449578047e-02
2.835022051241468249e-02 -5.501332917214282747e-02
5.683647767801353751e-02 -1.225229399794947882e-01
1.649137313701205462e-02 9.674433052167202840e-02
3.520710479381475994e-02 -2.606366314228486525e-02
3.042125343982050867e-02 1.412391574614412781e-01
3.815441395544370146e-02 -6.647501343792050488e-02
2.700441308726828082e-02 1.088544558512419547e-01
3.878182045959410046e-02 -1.150346119536004852e-01
6.121376410037106253e-02 -5.991496272864539618e-02
1.807417552083281920e-01 5.523460839202744971e-02
1.762630100111878262e-01 9.461062935531985851e-02
6.756335450785692920e-02 5.099805000047494263e-02
1.400053746748906314e-01 -4.985357914228217592e-03
6.633174507585175295e-02 -7.721145323549880035e-02
6.140758220825218161e-02 -3.816877403793383222e-02
1.140592266555366385e-01 1.133836081211984370e-01
7.099111419043062365e-02 -2.296770206119599228e-02
2.251752388982024011e-01 -9.653143276510255111e-02
2.719459141847558117e-02 1.078045594810037727e-01
1.097774843708669984e-01 -8.071345268681190399e-02
5.896847686470591682e-02 3.178055698992684336e-02
5.753122005062968197e-02 6.220554209005221824e-02
8.316571219228748035e-02 -1.307633686807969237e-02
6.391538833651687346e-02 1.063889393058210509e-01
4.120636669644507644e-02 1.486423591766462271e-01
1.436870087804635321e-01 -5.221513060356564040e-03
2.741570785141038760e-02 9.013425649105538673e-02
5.142822451279539103e-02 -8.380175060418972033e-02
9.380022968903257985e-02 -1.392944705898225277e-01
6.589815667958247303e-02 -3.551810796195371128e-02
1.014646894199373456e-01 9.071723469582031185e-02
1.307180295195445874e-01 5.745410146734340230e-03
8.380995266355431572e-02 -1.188121651867313500e-01
4.252260093611665709e-02 -6.877132358095129627e-02
1.104162651771230935e-01 5.306592915799774463e-02
1.104867858501784456e-01 -6.235341811724255667e-02
3.509700154943159317e-02 -5.601596611299436423e-02
2.988165654792610676e-02 2.779256929941227930e-02
2.401570146597459612e-02 1.631193285473270527e-01
3.098405390801053580e-02 8.430832749617370864e-03
1.510552816845358789e-02 2.130443638609581802e-02
7.858778308078541441e-02 -2.301112990872711261e-02
1.007922406794483777e-01 -5.704813531745980826e-02
9.657055470989682477e-02 7.097395808648315763e-02
